step,MaskedMSELoss,val MaskedMSELoss
1,0.17235837876796722,0.06503358483314514
2,0.12841087579727173,0.08315163105726242
3,0.12954483926296234,0.08873648196458817
4,0.1356777548789978,0.08357668668031693
5,0.12570737302303314,0.07453076541423798
6,0.11528301239013672,0.0673258900642395
7,0.10577674955129623,0.06503549963235855
8,0.1143149584531784,0.06480469554662704
9,0.11548909544944763,0.06506583839654922
10,0.1135125383734703,0.0675152912735939
11,0.11261411011219025,0.07290230691432953
12,0.11316445469856262,0.07666841149330139
13,0.11674726009368896,0.0768253356218338
14,0.11566799879074097,0.0740307942032814
15,0.1113814264535904,0.07010567933320999
16,0.10467416793107986,0.06723909825086594
17,0.10486501455307007,0.06596273183822632
18,0.10600491613149643,0.06576775759458542
19,0.10295010358095169,0.06636642664670944
20,0.10428255051374435,0.06777491420507431
21,0.10060492157936096,0.06978955864906311
22,0.099342942237854,0.0712445005774498
23,0.09889645129442215,0.07164140045642853
24,0.09688197821378708,0.07100541144609451
25,0.09621809422969818,0.06972060352563858
26,0.09741520136594772,0.06827104091644287
27,0.09605757892131805,0.06718571484088898
28,0.09730790555477142,0.06663627922534943
29,0.09345828741788864,0.06666592508554459
30,0.09348096698522568,0.06706658005714417
31,0.09411259740591049,0.06777824461460114
32,0.09099403023719788,0.06851871311664581
33,0.09000192582607269,0.06900756806135178
34,0.08860504627227783,0.06898127496242523
35,0.08678743988275528,0.06837023794651031
36,0.08731089532375336,0.0676494836807251
37,0.08807511627674103,0.06702223420143127
38,0.08535929024219513,0.0666583999991417
39,0.08616193383932114,0.06654191017150879
40,0.0852467343211174,0.066612109541893
41,0.08643788844347,0.06692371517419815
42,0.08603637665510178,0.06732999533414841
43,0.08507294952869415,0.06773047894239426
44,0.08614009618759155,0.06793320178985596
45,0.0854194313287735,0.06772118806838989
46,0.08442358672618866,0.06738628447055817
47,0.08405624330043793,0.06696929037570953
48,0.08537445962429047,0.06659522652626038
49,0.08481759577989578,0.06642118841409683
50,0.08496731519699097,0.06653865426778793
51,0.08453713357448578,0.06677500903606415
52,0.08524462580680847,0.06702546030282974
53,0.08401716500520706,0.06734640151262283
54,0.08444860577583313,0.06744406372308731
55,0.08533334732055664,0.0674317255616188
56,0.08308851718902588,0.06727755814790726
57,0.08463215827941895,0.06699167191982269
58,0.08379758894443512,0.06669466197490692
59,0.08409495651721954,0.06640443950891495
60,0.08498631417751312,0.06629952043294907
61,0.08385951817035675,0.06641718000173569
62,0.08408576250076294,0.06667330861091614
63,0.0837896466255188,0.06699156761169434
64,0.08411812037229538,0.06724227964878082
65,0.08374054729938507,0.0672973170876503
66,0.0840207189321518,0.06718031316995621
67,0.08435029536485672,0.0669592022895813
68,0.08323801308870316,0.06675425171852112
69,0.08288905769586563,0.06665344536304474
70,0.0828058123588562,0.066640205681324
71,0.08384903520345688,0.06666859984397888
72,0.08363904058933258,0.06676963716745377
73,0.08320022374391556,0.06697892397642136
74,0.08392958343029022,0.06714029610157013
75,0.0839187279343605,0.06717637181282043
