step,MaskedMSELoss,val MaskedMSELoss
1,0.10454316437244415,0.08060923218727112
2,0.10396245867013931,0.08061268925666809
3,0.1050468310713768,0.08061227947473526
4,0.10588870942592621,0.08061268925666809
5,0.10454723238945007,0.08061283826828003
6,0.10533470660448074,0.08061300218105316
7,0.10502692312002182,0.08061297982931137
8,0.10498226433992386,0.08061278611421585
9,0.1059914082288742,0.08061236143112183
10,0.10443416237831116,0.0806112214922905
11,0.10459303855895996,0.08060961961746216
12,0.1054794117808342,0.08060804009437561
13,0.1054610162973404,0.08060791343450546
14,0.10395656526088715,0.08060596883296967
15,0.10389247536659241,0.08060013502836227
16,0.10457701981067657,0.0805879756808281
17,0.10578932613134384,0.08058224618434906
18,0.10500535368919373,0.08057177066802979
19,0.10491015017032623,0.08054687827825546
20,0.10417692363262177,0.08053147792816162
21,0.10453285276889801,0.08045187592506409
22,0.1045161560177803,0.07998369634151459
23,0.10422653704881668,0.07681166380643845
24,0.10378894954919815,0.06812426447868347
25,0.10081671178340912,0.06792307645082474
26,0.09771879017353058,0.07027047127485275
27,0.09995119273662567,0.07200056314468384
28,0.0960528552532196,0.07311823964118958
29,0.09791897237300873,0.07385725528001785
30,0.09961004555225372,0.07441864162683487
31,0.09597799181938171,0.074879489839077
32,0.09917765110731125,0.07522737234830856
33,0.10002099722623825,0.07553542405366898
34,0.09835582971572876,0.07581840455532074
35,0.0951557457447052,0.07606691867113113
36,0.09789930284023285,0.07628122717142105
37,0.09872206300497055,0.07643438130617142
38,0.0961475595831871,0.07654929161071777
39,0.09835225343704224,0.0766477957367897
40,0.09816350042819977,0.07673629373311996
41,0.09842029213905334,0.07681233435869217
42,0.09714998304843903,0.07688406109809875
43,0.09610198438167572,0.07694705575704575
44,0.09982462972402573,0.07699035108089447
45,0.09952860325574875,0.07703468203544617
46,0.09771192818880081,0.077080637216568
47,0.09755221009254456,0.0771273821592331
48,0.09675745666027069,0.07716885954141617
49,0.09582526981830597,0.07721435278654099
50,0.09709382057189941,0.07726143300533295
51,0.09660682082176208,0.07730936259031296
52,0.0994679182767868,0.07735869288444519
53,0.0970122441649437,0.07740756869316101
54,0.09971488267183304,0.07746317237615585
55,0.0964651107788086,0.07751265913248062
56,0.09625298529863358,0.07755491882562637
57,0.09734068810939789,0.07759185135364532
58,0.09750930219888687,0.07762286067008972
59,0.09438348561525345,0.07764729112386703
60,0.09615235775709152,0.07767443358898163
