step,MaskedMSELoss,val MaskedMSELoss
1,0.21757808327674866,0.19522570073604584
2,0.21266338229179382,0.19524282217025757
3,0.21293893456459045,0.19525447487831116
4,0.21343590319156647,0.19524386525154114
5,0.21439146995544434,0.19523924589157104
6,0.21465781331062317,0.19520559906959534
7,0.20693059265613556,0.19519440829753876
8,0.21318590641021729,0.1951843649148941
9,0.21262821555137634,0.19517509639263153
10,0.21325944364070892,0.19516688585281372
11,0.2126777321100235,0.19516021013259888
12,0.21631655097007751,0.19515348970890045
13,0.2108517438173294,0.19514724612236023
14,0.21304893493652344,0.1951410174369812
15,0.21854718029499054,0.19513526558876038
16,0.2184542566537857,0.19513054192066193
17,0.2174682468175888,0.19512638449668884
18,0.2152479737997055,0.19512110948562622
19,0.2161325067281723,0.19511649012565613
20,0.21501030027866364,0.1951122283935547
21,0.21390722692012787,0.1951061189174652
22,0.21158969402313232,0.1951017677783966
23,0.21474501490592957,0.19509775936603546
24,0.2166561335325241,0.1950942873954773
25,0.2145191878080368,0.19509178400039673
26,0.21712394058704376,0.19509214162826538
27,0.21685081720352173,0.19509389996528625
28,0.21637141704559326,0.19509442150592804
29,0.21160684525966644,0.19509483873844147
30,0.21288228034973145,0.1950918436050415
31,0.21116387844085693,0.19508840143680573
32,0.21373824775218964,0.1950857937335968
33,0.21207508444786072,0.19508279860019684
34,0.21330414712429047,0.1950763463973999
35,0.20924152433872223,0.1950708031654358
36,0.21439120173454285,0.19506755471229553
37,0.21184362471103668,0.1950664222240448
38,0.21494224667549133,0.19506140053272247
39,0.21284060180187225,0.19505944848060608
40,0.213472381234169,0.19503659009933472
41,0.20687241852283478,0.1950143575668335
42,0.21075136959552765,0.19499510526657104
43,0.21005338430404663,0.19497045874595642
44,0.214443176984787,0.19495050609111786
45,0.21425466239452362,0.19493448734283447
46,0.21377234160900116,0.19492150843143463
47,0.2074688971042633,0.19490917026996613
48,0.20875000953674316,0.19490140676498413
49,0.20502518117427826,0.19490015506744385
50,0.20214539766311646,0.19490179419517517
51,0.19895026087760925,0.1949048489332199
52,0.20838719606399536,0.19489863514900208
53,0.19973576068878174,0.19486455619335175
54,0.2043999284505844,0.19481562077999115
55,0.19936659932136536,0.19477415084838867
56,0.2054743617773056,0.19473835825920105
57,0.20382443070411682,0.19469121098518372
58,0.20070691406726837,0.19466730952262878
59,0.20124618709087372,0.19465211033821106
60,0.2037508636713028,0.1946435123682022
61,0.20823539793491364,0.19464173913002014
62,0.19480234384536743,0.19464603066444397
63,0.20048649609088898,0.19465067982673645
64,0.19971692562103271,0.19465689361095428
65,0.19951055943965912,0.19464881718158722
66,0.2029491364955902,0.19463880360126495
67,0.2036963254213333,0.19462764263153076
68,0.19967779517173767,0.19461658596992493
69,0.196186363697052,0.19463372230529785
70,0.20423556864261627,0.19464729726314545
71,0.19429056346416473,0.19465619325637817
72,0.19786348938941956,0.194649800658226
73,0.19524507224559784,0.19464556872844696
74,0.19986921548843384,0.19464364647865295
75,0.20007476210594177,0.1946427822113037
76,0.19968043267726898,0.19464662671089172
77,0.19566133618354797,0.1946529746055603
78,0.19716420769691467,0.19465382397174835
79,0.20251448452472687,0.19463792443275452
80,0.20137424767017365,0.19462071359157562
81,0.20046716928482056,0.19452552497386932
82,0.19640813767910004,0.19439542293548584
83,0.19915121793746948,0.19424644112586975
84,0.19509324431419373,0.194133922457695
85,0.19158992171287537,0.19410838186740875
86,0.1994168758392334,0.19397880136966705
87,0.19182337820529938,0.19382162392139435
88,0.18328414857387543,0.19365864992141724
89,0.19224600493907928,0.1934475302696228
90,0.18247389793395996,0.19315187633037567
91,0.17729803919792175,0.1924867480993271
92,0.18059076368808746,0.1913565844297409
93,0.1709664911031723,0.1895127296447754
94,0.17721471190452576,0.18633553385734558
95,0.16315853595733643,0.18047025799751282
96,0.16343386471271515,0.16611942648887634
97,0.14700336754322052,0.11463693529367447
98,0.15127624571323395,0.07834284752607346
99,0.13781698048114777,0.08061391115188599
100,0.11635337769985199,0.08061391115188599
