step,MaskedMSELoss,val MaskedMSELoss
1,0.1492016762495041,0.1261659860610962
2,0.14914166927337646,0.12602105736732483
3,0.14907774329185486,0.1258716881275177
4,0.1490093618631363,0.1257127970457077
5,0.14893586933612823,0.12553980946540833
6,0.14885644614696503,0.1253477782011032
7,0.14876995980739594,0.1251298040151596
8,0.1486748307943344,0.12487741559743881
9,0.1485690474510193,0.12457975000143051
10,0.14844974875450134,0.12422153353691101
11,0.14831294119358063,0.12378058582544327
12,0.14815278351306915,0.12322353571653366
13,0.14796048402786255,0.12249927222728729
14,0.14772234857082367,0.1215280219912529
15,0.1474163681268692,0.1201845332980156
16,0.14700473845005035,0.11827189475297928
17,0.14641639590263367,0.11548738181591034
18,0.14549744129180908,0.11139107495546341
19,0.14385272562503815,0.10533332824707031
20,0.14030295610427856,0.09595420956611633
21,0.1312437802553177,0.08366792649030685
22,0.09890520572662354,0.0783529058098793
23,0.09545065462589264,0.07728374749422073
24,0.09539421647787094,0.07693266868591309
25,0.09535825252532959,0.07671003043651581
26,0.09531988203525543,0.0764983594417572
27,0.09527622163295746,0.07626480609178543
28,0.09522523730993271,0.07599347084760666
29,0.09516450762748718,0.07567062973976135
30,0.09509053826332092,0.07528042048215866
31,0.09499822556972504,0.07480256259441376
32,0.09487950056791306,0.07421088218688965
33,0.09472097456455231,0.0734717920422554
34,0.09449942409992218,0.07254353165626526
35,0.09417157620191574,0.07137607783079147
36,0.09365089982748032,0.06991606950759888
37,0.09274958074092865,0.06817615032196045
38,0.09103231132030487,0.06698594987392426
39,0.08759979903697968,0.0722087100148201
40,0.1038203313946724,0.06857350468635559
41,0.0849277526140213,0.06703539192676544
42,0.087175153195858,0.06700778752565384
43,0.08835683017969131,0.06704920530319214
44,0.08862780779600143,0.06698957085609436
45,0.08819770812988281,0.06707335263490677
46,0.08698833733797073,0.06834317743778229
47,0.08493874967098236,0.07160986214876175
48,0.101609967648983,0.06759578734636307
49,0.08571158349514008,0.06697376072406769
50,0.08796115219593048,0.06719140708446503
51,0.08921496570110321,0.06745848804712296
52,0.08989114314317703,0.06761407852172852
53,0.09020081907510757,0.06763554364442825
54,0.09024316817522049,0.0675320252776146
55,0.0900510773062706,0.0673283264040947
56,0.0896093100309372,0.0670848935842514
57,0.08885705471038818,0.06697496026754379
58,0.08767949789762497,0.0675126239657402
59,0.08588803559541702,0.06990189850330353
60,0.08872569352388382,0.0672517716884613
61,0.08644059300422668,0.06699524819850922
62,0.08837366104125977,0.06728996336460114
63,0.08953630179166794,0.06761331856250763
64,0.09023299068212509,0.06784888356924057
65,0.09063388407230377,0.06797861307859421
66,0.09083226323127747,0.06800712645053864
67,0.09087617695331573,0.06794309616088867
68,0.0907856896519661,0.06779580563306808
69,0.09056100249290466,0.0675775483250618
70,0.09018471091985703,0.06731238961219788
71,0.08961989730596542,0.06705929338932037
72,0.08880629390478134,0.0669732466340065
73,0.08765502274036407,0.06745562702417374
74,0.08604038506746292,0.06935402005910873
75,0.08580861240625381,0.06944401562213898
76,0.08605527877807617,0.06756940484046936
77,0.08585114777088165,0.06706173717975616
78,0.08707783371210098,0.06696907430887222
79,0.08770440518856049,0.06696164608001709
80,0.0878889337182045,0.0669688731431961
81,0.08770351856946945,0.06704533100128174
82,0.08715512603521347,0.06738430261611938
83,0.08619987219572067,0.06841737776994705
84,0.08498869836330414,0.07029974460601807
85,0.09045736491680145,0.06714573502540588
86,0.0867869108915329,0.06711742281913757
87,0.08908897638320923,0.06773412972688675
88,0.09050427377223969,0.06836092472076416
89,0.09138865023851395,0.06888417899608612
90,0.09196178615093231,0.06929873675107956
91,0.09234694391489029,0.06961974501609802
92,0.09261266142129898,0.06986350566148758
93,0.0927983894944191,0.07004358619451523
94,0.09292773902416229,0.07017060369253159
95,0.09301541745662689,0.0702526867389679
96,0.09307080507278442,0.07029592245817184
97,0.09309998899698257,0.07030495256185532
98,0.09310686588287354,0.07028310745954514
99,0.09309382736682892,0.07023283839225769
100,0.0930621400475502,0.07015573233366013
101,0.09301208704710007,0.07005266100168228
102,0.09294319897890091,0.06992387771606445
103,0.09285403788089752,0.06976906210184097
104,0.09274223446846008,0.0695873349905014
105,0.09260427206754684,0.06937728077173233
106,0.09243505448102951,0.06913705170154572
107,0.09222737699747086,0.06886456906795502
108,0.09197109192609787,0.06855803728103638
109,0.09165176004171371,0.06821727007627487
110,0.09124865382909775,0.06784687936306
111,0.09073183685541153,0.0674644336104393
112,0.09005836397409439,0.06712110340595245
113,0.08916867524385452,0.0669543668627739
114,0.08798689395189285,0.0673118606209755
115,0.08642454445362091,0.0689234808087349
116,0.0850006714463234,0.0712350457906723
117,0.09655574709177017,0.06733742356300354
118,0.08637771755456924,0.06703171133995056
119,0.08881174027919769,0.06759661436080933
120,0.09033186733722687,0.06822744011878967
121,0.09128297865390778,0.0687682032585144
122,0.09189809113740921,0.06920304149389267
123,0.09231111407279968,0.06954428553581238
124,0.09259681403636932,0.06980766355991364
125,0.09279806911945343,0.0700068324804306
126,0.09294053167104721,0.07015270739793777
127,0.0930401086807251,0.07025376707315445
128,0.09310702979564667,0.07031650841236115
129,0.09314801543951035,0.07034587860107422
130,0.0931674987077713,0.07034565508365631
131,0.09316836297512054,0.07031863182783127
132,0.09315244108438492,0.07026688754558563
133,0.09312065690755844,0.07019182294607162
134,0.0930733010172844,0.07009425759315491
135,0.09300994127988815,0.06997450441122055
136,0.09292956441640854,0.0698324516415596
137,0.09283043444156647,0.06966753304004669
138,0.09270995110273361,0.06947880238294601
139,0.0925644263625145,0.06926485896110535
140,0.09238879382610321,0.06902412325143814
141,0.09217602759599686,0.06875487416982651
142,0.09191639721393585,0.06845595687627792
143,0.09159623831510544,0.0681280642747879
144,0.09119629114866257,0.06777668744325638
145,0.0906892642378807,0.06741952151060104
146,0.09003689885139465,0.0671040490269661
147,0.08918778598308563,0.06695051491260529
148,0.0880797728896141,0.06724745780229568
149,0.08664988726377487,0.06858725100755692
150,0.0850568413734436,0.07120278477668762
151,0.0947268158197403,0.06742876768112183
152,0.08628930151462555,0.06698130071163177
153,0.08858843147754669,0.06742536276578903
154,0.09006661921739578,0.0679737851023674
155,0.091006338596344,0.06845477968454361
156,0.09161809086799622,0.06884202361106873
157,0.09202821552753448,0.06914222985506058
158,0.09230903536081314,0.0693678930401802
159,0.09250262379646301,0.06953079998493195
160,0.09263432770967484,0.0696406364440918
161,0.09271985292434692,0.06970498710870743
162,0.09276913851499557,0.06972963362932205
163,0.09278852492570877,0.06971897929906845
164,0.09278193861246109,0.06967617571353912
165,0.09275152534246445,0.06960347294807434
166,0.09269813448190689,0.0695023238658905
167,0.09262135624885559,0.06937353312969208
168,0.09251971542835236,0.06921730935573578
169,0.09239049255847931,0.0690334290266037
170,0.09222938120365143,0.06882134079933167
171,0.09203022718429565,0.06858042627573013
172,0.09178435802459717,0.0683106929063797
173,0.09147948771715164,0.06801386922597885
174,0.09109842777252197,0.06769625097513199
175,0.09061714261770248,0.06737501919269562
176,0.09000247716903687,0.06709251552820206
177,0.08921103924512863,0.06694963574409485
178,0.08819221705198288,0.06717649847269058
179,0.08690023422241211,0.06823699176311493
180,0.0853719711303711,0.07060610502958298
181,0.0889807939529419,0.0682080015540123
182,0.08540268987417221,0.06728219985961914
183,0.08665827661752701,0.0670139491558075
184,0.08748415857553482,0.06695682555437088
185,0.08793254941701889,0.06695046275854111
186,0.08807972073554993,0.06695487350225449
187,0.08796891570091248,0.06699222326278687
188,0.08761575818061829,0.06714218854904175
189,0.08701694756746292,0.06756921112537384
190,0.08616387099027634,0.06855561584234238
191,0.08517783880233765,0.07024229317903519
192,0.08695045113563538,0.0689217746257782
193,0.08505013585090637,0.06808406114578247
194,0.08554764091968536,0.06774768978357315
195,0.08592546731233597,0.06770670413970947
196,0.08598002046346664,0.06790878623723984
197,0.08573491871356964,0.06841940432786942
198,0.08527370542287827,0.06931108981370926
199,0.08511903882026672,0.06992556899785995
200,0.08593761175870895,0.06881267577409744
